TRUE_PROBABILITY,EVAL_QUBITS,TRIAL,QAE_ERROR,MC_ERROR,ORACLE_CALLS
0.01,3,0,0.05110912703473989,0.0028571428571428567,700
0.01,3,1,0.04464466094067263,0.0014285714285714284,700
0.01,3,2,0.0417157287525381,0.004285714285714286,700
0.01,3,3,0.025502525316941686,0.0,700
0.01,3,4,0.04696699141100895,0.005714285714285715,700
0.01,3,5,0.08050252531694169,0.0028571428571428567,700
0.01,3,6,0.05610912703473989,0.0014285714285714284,700
0.01,3,7,0.07671572875253813,0.0014285714285714284,700
0.01,3,8,0.05525126265847085,0.0028571428571428567,700
0.01,3,9,0.03757359312880716,0.005714285714285715,700
0.01,5,0,0.0003926402016151999,0.0035483870967741938,3100
0.01,5,1,0.00039264020161520335,0.0009677419354838703,3100
0.01,5,2,0.00039264020161520335,0.0003225806451612901,3100
0.01,5,3,0.00039264020161519815,0.0032258064516129037,3100
0.01,5,4,0.00039264020161520335,0.0003225806451612901,3100
0.01,5,5,0.0001081114621554833,0.0012903225806451622,3100
0.01,5,6,0.0003926402016152016,0.0019354838709677424,3100
0.01,5,7,0.0003926402016152016,0.0022580645161290325,3100
0.01,5,8,0.0003926402016152016,0.0025806451612903226,3100
0.01,5,9,0.00039264020161520335,0.0012903225806451604,3100
0.01,7,0,0.0004528234447243526,0.0003149606299212588,12700
0.01,7,1,0.00043459634942295475,0.0008661417322834656,12700
0.01,7,2,0.00027187486626913636,7.8740157480316e-05,12700
0.01,7,3,0.00032705607733609157,0.0007086614173228336,12700
0.01,7,4,0.00014237676666930578,0.0027559055118110236,12700
0.01,7,5,0.00039264020161520335,0.0011023622047244084,12700
0.01,7,6,0.0002734154782600938,7.874015748031427e-05,12700
0.01,7,7,5.972373085142216e-05,7.874015748031427e-05,12700
0.01,7,8,0.00017755965744147527,7.8740157480316e-05,12700
0.01,7,9,0.0004227823611872763,0.0003149606299212588,12700
0.01,9,0,0.000159460144527614,0.0003131115459882577,51100
0.01,9,1,5.196700655302894e-05,0.0007827788649706451,51100
0.01,9,2,0.0006926091852829802,7.827788649706485e-05,51100
0.01,9,3,4.361511437781136e-05,0.00025440313111545904,51100
0.01,9,4,0.0006590427022663339,0.0006262230919765171,51100
0.01,9,5,5.7816779414032043e-05,0.0004892367906066536,51100
0.01,9,6,0.0001075813894977351,3.9138943248532426e-05,51100
0.01,9,7,0.00010329358897677443,5.870841487279864e-05,51100
0.01,9,8,4.305467307713466e-05,0.00021526418786692834,51100
0.01,9,9,0.0005941271475429846,0.0011350293542074369,51100
0.01,11,0,7.243511545639361e-05,0.000390815828041036,204700
0.01,11,1,5.095799917569782e-05,0.00038593063019052264,204700
0.01,11,2,6.3352700158191e-05,4.396678065461679e-05,204700
0.01,11,3,0.0001475030107563214,0.00011235955056179692,204700
0.01,11,4,1.433428290058443e-05,0.000263800683927699,204700
0.01,11,5,8.779852147942219e-05,0.0002442598925256473,204700
0.01,11,6,0.00014162171470329804,3.4196384953590064e-05,204700
0.01,11,7,4.086454425409128e-06,4.885197850513015e-05,204700
0.01,11,8,0.00010538791530176339,0.00010747435271128529,204700
0.01,11,9,0.00033492428408067945,0.0004201270151441127,204700
0.01,13,0,3.6429851593468635e-05,0.00020144060554266874,819100
0.01,13,1,1.735808306533096e-05,0.00019533634476864847,819100
0.01,13,2,9.505025091616215e-06,2.19753387864733e-05,819100
0.01,13,3,6.469113240677518e-06,5.493834696618238e-05,819100
0.01,13,4,5.234425691760976e-05,0.00012086436332560055,819100
0.01,13,5,2.0386305126860252e-05,5.493834696618238e-05,819100
0.01,13,6,1.614751028001897e-05,1.8312782322060794e-05,819100
0.01,13,7,2.1590926839273883e-05,2.5637895250885806e-05,819100
0.01,13,8,1.6254334204063997e-05,5.738005127579014e-05,819100
0.01,13,9,1.1854721531000256e-05,0.00020632401416188426,819100
0.01,15,0,0.00010125600611338506,0.00010132145146031155,3276700
0.01,15,1,4.506713457454181e-06,9.796441541795077e-05,3276700
0.01,15,2,2.788835199355952e-06,1.1291848506119612e-05,3276700
0.01,15,3,1.1174459790819213e-06,2.7771843623156794e-05,3276700
0.01,15,4,5.275779108427844e-06,5.8900723288674364e-05,3276700
0.01,15,5,3.262609502212993e-06,2.746665852839704e-05,3276700
0.01,15,6,3.939011591147859e-06,9.765923032319102e-06,3276700
0.01,15,7,2.213026401387194e-06,1.3428144169439632e-05,3276700
0.01,15,8,3.3378260528606207e-07,2.9297769096957305e-05,3276700
0.01,15,9,8.304046086230962e-06,1.3733329264199387e-05,3276700
0.01,17,0,3.9941988567299136e-07,5.104103882628587e-05,13107100
0.01,17,1,5.550896723296311e-07,4.920997016883907e-05,13107100
0.01,17,2,1.2665125980436398e-06,5.722089554516252e-06,13107100
0.01,17,3,2.085157297156831e-07,1.3809309458231653e-05,13107100
0.01,17,4,5.453142084329426e-07,2.9220803991729036e-05,13107100
0.01,17,5,1.6113027729268425e-07,1.3733014930837964e-05,13107100
0.01,17,6,1.7328134385014016e-07,4.959144280581099e-06,13107100
0.01,17,7,4.073346410719825e-06,6.7902129380261605e-06,13107100
0.01,17,8,8.887806754176442e-07,1.4877432841743296e-05,13107100
0.01,17,9,7.781237298595811e-08,6.866507465419849e-06,13107100
0.01,19,0,3.8859501780980077e-07,2.557759395140427e-05,52428700
0.01,19,1,1.1036354804171145e-06,2.4662064861421737e-05,52428700
0.01,19,2,1.7275711857479836e-06,2.8801019289047963e-06,52428700
0.01,19,3,1.725758773454822e-07,6.923688742997355e-06,52428700
0.01,19,4,8.131144450338607e-07,1.4591244871606929e-05,52428700
0.01,19,5,6.420655800573605e-07,6.866468174873339e-06,52428700
0.01,19,6,6.589949763657899e-08,2.4795579520384137e-06,52428700
0.01,19,7,1.8420372596868184e-07,3.3950870420209472e-06,52428700
0.01,19,8,1.0067435615539189e-07,7.457747378820934e-06,52428700
0.01,19,9,7.770419871728357e-06,3.452307610144964e-06,52428700
0.005,3,0,0.027573593128807156,0.0021428571428571425,700
0.005,3,1,0.010857864376269049,0.0007142857142857142,700
0.005,3,2,0.023786796564403582,0.0035714285714285718,700
0.005,3,3,0.016715728752538104,0.0007142857142857142,700
0.005,3,4,0.017928932188134527,0.0035714285714285718,700
0.005,3,5,0.02232233047033632,0.0021428571428571425,700
0.005,3,6,0.03464466094067264,0.0007142857142857142,700
0.005,3,7,0.02964466094067263,0.0007142857142857142,700
0.005,3,8,0.04732233047033633,0.0021428571428571425,700
0.005,3,9,0.026715728752538106,0.005,700
0.005,5,0,0.012241652802854486,0.0008064516129032261,3100
0.005,5,1,0.01836318734373091,0.00048387096774193516,3100
0.005,5,2,0.03614349641509285,0.0014516129032258063,3100
0.005,5,3,0.014458350602724424,0.00016129032258064505,3100
0.005,5,4,0.020366894788590148,0.0017741935483870964,3100
0.005,5,5,0.015335477866429095,0.0008064516129032261,3100
0.005,5,6,0.009072565447123225,0.00048387096774193516,3100
0.005,5,7,0.017983573369595728,0.00048387096774193516,3100
0.005,5,8,0.034985621762278735,0.0011290322580645162,3100
0.005,5,9,0.012586940429101134,0.0020967741935483874,3100
0.005,7,0,0.004545839380417595,0.0005905511811023622,12700
0.005,7,1,0.0013963134666143164,0.00011811023622047227,12700
0.005,7,2,0.0005075723774957122,3.9370078740158e-05,12700
0.005,7,3,0.0004475625820230828,0.0005118110236220471,12700
0.005,7,4,0.0002735270357963372,0.00011811023622047227,12700
0.005,7,5,0.0004174491268844746,0.0008267716535433067,12700
0.005,7,6,0.0007137918545798731,0.0001968503937007874,12700
0.005,7,7,0.0005013327180665179,0.00011811023622047227,12700
0.005,7,8,0.0004893452821943178,0.0001968503937007874,12700
0.005,7,9,0.000477430217923641,0.001456692913385827,12700
0.005,9,0,0.004118914978567651,0.0004990215264187867,51100
0.005,9,1,0.003195123378645891,0.0005968688845401178,51100
0.005,9,2,0.0028730671778337573,4.892367906066553e-05,51100
0.005,9,3,0.0005161290708660723,0.00020547945205479437,51100
0.005,9,4,0.014797806219336948,0.0004990215264187867,51100
0.005,9,5,0.002242580089883003,0.00020547945205479437,51100
0.005,9,6,0.00044979150295509137,9.784735812133107e-06,51100
0.005,9,7,0.0007783677656650568,2.935420743639932e-05,51100
0.005,9,8,0.000609918346732588,8.806262230919796e-05,51100
0.005,9,9,0.0001604531758089044,0.000792563600782779,51100
0.005,11,0,2.6830999631771713e-05,0.00017830972154372297,204700
0.005,11,1,4.314140891820313e-05,0.00027112848070346817,204700
0.005,11,2,2.251564513742685e-05,3.175378602833425e-05,204700
0.005,11,3,6.78611964436979e-05,8.060576453346353e-05,204700
0.005,11,4,1.1232570016016068e-05,0.0001978505129457738,204700
0.005,11,5,4.3741791008422744e-05,0.00016853932584269624,204700
0.005,11,6,4.116515880593641e-05,2.1983390327308394e-05,204700
0.005,11,7,3.216194614819815e-05,3.175378602833425e-05,204700
0.005,11,8,5.296044773105916e-05,7.083536883243768e-05,204700
0.005,11,9,2.0879419077222267e-05,0.0003053248656570591,204700
0.005,13,0,0.00031976939735330924,0.00014100842387986846,819100
0.005,13,1,6.576945474224584e-05,0.00013612501526065208,819100
0.005,13,2,4.623317316843935e-05,1.648150408985454e-05,819100
0.005,13,3,1.9011310189651076e-07,3.845684287632784e-05,819100
0.005,13,4,2.5434922185732685e-05,8.729092906848996e-05,819100
0.005,13,5,0.0012890100242075684,3.967769503113172e-05,819100
0.005,13,6,1.4853842415466813e-05,1.2818947625442903e-05,819100
0.005,13,7,1.4982607546929622e-06,1.8923208399463168e-05,819100
0.005,13,8,1.2699969043506593e-05,3.967769503113172e-05,819100
0.005,13,9,4.0694595223284696e-05,0.00014589183249908398,819100
0.005,15,0,3.847044536225801e-06,7.156590472121374e-05,3276700
0.005,15,1,1.8222525876339032e-05,6.912442396313397e-05,3276700
0.005,15,2,0.0003839269439735865,8.087405011139581e-06,3276700
0.005,15,3,3.0324574621992326e-06,1.9379253517258326e-05,3276700
0.005,15,4,1.5691166885018794e-05,4.1962950529495814e-05,3276700
0.005,15,5,4.606713183436667e-07,1.9379253517258326e-05,3276700
