mission_name,launch_date,time_from_launch_s,x_km,y_km,z_km,velocity_x_km_s,velocity_y_km_s,velocity_z_km_s,altitude_km,latitude_deg,longitude_deg,trajectory_source,rocket,launch_site,target_altitude_km,inclination_deg
Transporter-1,2021-01-24,0.0,917.8274928000302,-5530.367882522306,3041.9163973053483,0.4034227302845561,0.06606583535667508,0.00048449558125192684,0.0,28.484999999999996,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,5.0,919.86567967498,-5530.184150064125,3042.0241247164404,0.41119773284231115,0.008888783177763017,0.044920596475604084,0.18569312404760435,28.485195869122293,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,10.0,921.9342994350351,-5530.266695653664,3042.3826520692237,0.41580046625819245,-0.04078342025576666,0.09988038316026546,0.7269097524746552,28.48622192971077,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,15.0,924.0195582459646,-5530.581307410923,3043.0350110847426,0.4179199724104856,-0.08403678320021706,0.1621279697053837,1.6125108030458082,28.48857181771733,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,20.0,926.1098799640417,-5531.097150606058,3044.013489699859,0.41786765291683897,-0.12133787407545904,0.23012565200966006,2.829488290326414,28.49263796027356,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,25.0,928.1949558492056,-5531.785319771848,3045.344109218128,0.41585467296746526,-0.15301547219310985,0.3028374802175914,4.363720223757929,28.49875356935864,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,30.0,930.2654001332594,-5532.618398221827,3047.048407465987,0.4120450196340892,-0.17934303200911828,0.37948293615428896,6.200401208426676,28.50720873311484,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,35.0,932.3125690508257,-5533.570260114031,3049.144442284981,0.40657507689321554,-0.2005657337387838,0.45943994875769567,8.324334725672175,28.518259249666176,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,40.0,934.3284475202253,-5534.615960383362,3051.6474497859926,0.39956281215286793,-0.21691143459270926,0.5421961867568373,10.720146200809275,28.532132346341065,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,45.0,936.3055698743203,-5535.73166215392,3054.570316580015,0.39111274976059307,-0.22859558019483112,0.6273207915027273,13.372444136245262,28.54903077187324,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,50.0,938.2369599638741,-5536.894581428007,3057.9239387282573,0.38131895432130314,-0.23582354580354853,0.7144462637175655,16.2659442893586,28.569135926747492,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,55.0,940.1160833546237,-5538.082940149083,3061.717505456454,0.37026696837799705,-0.23879180154072793,0.8032559937349226,19.38556622599522,28.592610370776896,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,60.0,941.9368075992444,-5539.2759234489895,3065.958729919394,0.35803515282486553,-0.237688513736861,0.893475207877426,22.716508648737893,28.61959990100351,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,65.0,943.6933683863601,-5540.453639303556,3070.6540401285133,0.3446956731636123,-0.23269390450499533,0.9848641086294454,26.244307898989632,28.650235309661365,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,70.0,945.3803399928076,-5541.597079598029,3075.8087399120795,0.3303152496626505,-0.2239804763650768,1.0772125263405212,29.95488326555234,28.684633903021236,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,75.0,946.9926090006713,-5542.688081940935,3081.427146412091,0.31495575332408016,-0.2117131917616884,1.1703356385916939,33.83457150882508,28.72290083394602,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,80.0,948.5253509955453,-5543.709292709025,3087.5127071156885,0.29867470683960357,-0.19604968542493528,1.2640704616931613,37.87015243916122,28.76513026835963,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,85.0,949.974009551098,-5544.644131217523,3094.0681013894155,0.2815256959251544,-0.17714044625250858,1.3582729598772558,42.0488677691733,28.811406424324602,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,90.0,951.3342767075922,-5545.4767538583355,3101.0953302791054,0.2635587198144463,-0.15512900248068293,1.4528156202075557,46.35843396995615,28.861804517630468,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,95.0,952.6020761411609,-5546.192021248389,3108.595791315171,0.24482052019206169,-0.13015220564070357,1.5475853786749494,50.787050399892436,28.916391573836165,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,100.0,953.7735463769316,-5546.775463761109,3116.570349440581,0.22535483167016562,-0.10234037693284304,1.6424818851028062,55.32340371454228,28.97522721457458,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,105.0,954.8450270994902,-5547.213251725527,3125.0193930367627,0.20520265667233356,-0.07181765622036217,1.7374159698951535,59.95666915019223,29.038364302602268,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,110.0,955.8130445902005,-5547.492162660777,3133.942890410892,0.18440245479071563,-0.03870213718201279,1.8323083611571216,64.67650896861802,29.105849600411787,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,115.0,956.6743006103014,-5547.599554849015,3143.340431948648,0.16299037626339913,-0.003106245412555747,1.9270885328227727,69.47306959418454,29.177724284098595,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,120.0,957.4256594866565,-5547.523336105546,3153.21127620387,0.1410004083662344,0.03486314137408343,2.0216937316732837,74.3369759613368,29.25402450577165,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,125.0,958.0641390804795,-5547.251940468439,3163.5543814156995,0.11846457365393875,0.07510431574804163,2.116068105531552,79.25932590391207,29.334781802119785,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,130.0,958.5868997406437,-5546.774300068764,3174.3684425689694,0.09541305722749688,0.1175205905482316,2.2101619453687658,84.23168256798375,29.420023563941424,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,135.0,958.9912358924769,-5546.079821830648,3185.6519174672676,0.0718743542698323,0.1620200200554669,2.303931024063482,89.24606580788102,29.509773393788702,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,140.0,959.2745680961192,-5545.158366233473,3197.4030527547216,0.04787540944687069,0.2085151223216739,2.3973360028559774,94.29494520964333,29.60405144991232,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,145.0,959.4344336974999,-5544.000220868341,3209.619910280652,0.023441703467824315,0.25692277790624024,2.490341907747416,99.37122847973178,29.70287481206664,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,150.0,959.4684815322385,-5542.596084428887,3222.300382519149,-0.0014026046458253671,0.3071638707410918,2.582917681414206,104.46825385922763,29.806257711065555,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,155.0,959.3744645377407,-5540.9370460883265,3235.4422145376775,-0.026634588011575477,0.3591631272486392,2.675035764272637,109.57978139032004,29.91421182617304,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,160.0,959.1502322239962,-5539.014562234596,3249.0430217254943,-0.05223248249748913,0.41284901289857384,2.766671721936937,114.69997975279487,30.026746557554173,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,165.0,958.7937270839061,-5536.8204448178385,3263.1002997590535,-0.07817556462192571,0.46815338454265587,2.8578039466151566,119.82341966522641,30.143869182335514,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,170.0,958.3029785361854,-5534.346843866747,3277.6114416445057,-0.10444408200204136,0.5250113563814124,2.948413355034303,124.94506539700137,30.26558508824562,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,175.0,957.6760960517447,-5531.586225033646,3292.573751170073,-0.13101920845495524,0.5833612545218205,3.038483105296614,130.06026013471796,30.391897998627556,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,180.0,956.9112670521951,-5528.531361700852,3307.9844481052733,-0.15788293699320377,0.6431442784414092,3.1279984109104317,135.16472026658633,30.52281006420595,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,185.0,956.0067520596571,-5525.175320697241,3323.8406815146855,-0.18501802170433979,0.7043043773208443,3.2169463197440447,140.25452786310615,30.658322043243505,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,190.0,954.9608794627021,-5521.511444729463,3340.139539477796,-0.21240793472782693,0.7667881800176858,3.3053155060984376,145.32611852573882,30.798433465995405,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,195.0,953.7720415806716,-5517.53333818582,3356.8780552916874,-0.2400368144005644,0.8305448713430023,3.3930961023563313,150.37627052276292,30.943142754021913,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,200.0,952.4386933252785,-5513.234861936016,3374.0532112579917,-0.26788938062849504,0.895525905628793,3.4802796012637747,155.40210065671755,31.09244727673061,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,205.0,950.9593478993456,-5508.610120675411,3391.66195012062,-0.2959508988834926,0.961684949182348,3.5668586912943985,160.40105730766766,31.246343497922656,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,210.0,949.3325727848958,-5503.653447835964,3409.701179557824,-0.3242071472641554,1.0289778237227827,3.652827112953747,165.37090795771135,31.404827078179316,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,215.0,947.5569864408493,-5498.359393097432,3428.1677761122082,-0.35264438145697974,1.0973624326863443,3.7381795355542833,170.30972875864146,31.567892958930667,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,220.0,945.6312582660692,-5492.722721533941,3447.058586923652,-0.38124925678273675,1.1667984668451827,3.82291154096718,175.2159032052888,31.735535373018642,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,225.0,943.5541044381034,-5486.738400171984,3466.370437907197,-0.41000881080977014,1.2372474162559515,3.9070194772563474,180.08811299518746,31.907747960740647,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,230.0,941.3242865691599,-5480.401593743564,3486.100138442651,-0.4389104115862016,1.30867239623284,3.9905004153656525,184.92533525492442,32.084523813811536,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,235.0,938.9406071388682,-5473.707645728958,3506.2444817138853,-0.4679417604242602,1.381038246525927,4.07335198692629,189.72682472985045,32.265855554667404,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,240.0,936.4019089057304,-5466.652075891041,3526.800246879611,-0.4970908398248395,1.4543113433842558,4.1555723700284135,194.4921113401661,32.45173534987203,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,245.0,933.7070747385592,-5459.230579515747,3547.7642013684094,-0.5263458565119132,1.5284593784403562,4.237160306942966,199.22099924619442,32.64215491390087,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,250.0,930.8550238850556,-5451.439014399013,3569.1331059490362,-0.5556952385261955,1.603451432223268,4.318114959781875,203.91355671749963,32.83710559057624,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,255.0,927.8447113027299,-5443.273399502487,3590.9037193836125,-0.5851275888067705,1.679257802270583,4.398435918870536,208.57011599558555,33.03657837331656,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,260.0,924.6751247749631,-5434.729900505516,3613.072794237389,-0.6146316862345724,1.7558500830581525,4.478123075470154,213.19125720921488,33.24056392183672,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,265.0,921.3452840465619,-5425.80482646167,3635.637078900973,-0.6441964515327976,1.833201053995436,4.55717660956382,217.77780514789504,33.44905257030678,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,270.0,917.854240621307,-5416.49462956444,3658.5933206622017,-0.6738109024005443,1.9112845026532745,4.635597027292897,222.33082926187825,33.66203432606067,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,275.0,914.2010761108876,-5406.795898458767,3681.9382670037617,-0.7034641365637999,1.9900752076970312,4.713385098227502,226.85163717262628,33.87949888516748,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,280.0,910.3849002892931,-5396.705352626307,3705.6686710187287,-0.7331453142600907,2.0695489199084425,4.790541796317959,231.34177136388826,34.10143567158771,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,285.0,906.40485053757,-5386.2198371800105,3729.7812873021767,-0.7628436364340863,2.1496823042767454,4.867068282317814,235.8030011354032,34.32783380337137,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,290.0,902.2600905470082,-5375.336316136267,3754.27287026397,-0.7925483335656553,2.2304529476660213,4.942965840700829,240.23731451012645,34.558682083732535,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,295.0,897.949809883384,-5364.051871781422,3779.1401777905157,-0.8222486313012711,2.3118392299352717,5.018235915881101,244.6469182342281,34.79396899939832,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,300.0,893.4732233909717,-5352.3637028181765,3804.3799737081167,-0.8519337220625854,2.393820228687325,5.09288013011381,249.03423609414065,35.03368271454971,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,305.0,888.8295696611173,-5340.269117512991,3829.989027388242,-0.8815927616761265,2.476375781534004,5.166900179580556,253.40190143768052,35.277811068339844,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,310.0,884.0181105194515,-5327.76553301398,3855.9641177401395,-0.911214837356024,2.559486364688945,5.240297882487837,257.75275735715627,35.52634157153931,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,315.0,879.0381306547587,-5314.8504687277,3882.302024595665,-0.9407889658011395,2.6431331510012974,5.3130750941404505,262.08984478924003,35.77926134241141,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,320.0,873.8889369909199,-5301.52154477696,3908.999531767788,-0.970304068482877,2.727297933374824,5.385233725506399,266.41640134234996,36.036557099865966,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,325.0,868.5698580213807,-5287.776480979672,3936.0534313728594,-0.9997489442648024,2.811963030711958,5.456775780759737,270.7358612966502,36.298215161268104,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,330.0,863.0802434316139,-5273.613093766566,3963.46052199447,-1.0291122561418706,2.8971112842971243,5.5277033204542105,275.0518503751968,36.56422140603183,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,335.0,857.4194630270131,-5259.029293616592,3991.21761290644,-1.0583825143230976,2.9827260371191957,5.598018437292214,279.36818439674624,36.83456127849972,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,340.0,851.5869069155335,-5244.023082812756,4019.321519668831,-1.0875480597855727,3.06879110086614,5.6677232574560845,283.6888631981621,37.10921972751004,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,345.0,845.5819855647255,-5228.592552476491,4047.7690591957544,-1.1165970544901305,3.1552907706049815,5.736819898532295,288.01806350600083,37.388181146208694,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,350.0,839.4041290266277,-5212.735881461169,4076.557054532212,-1.1455174576615963,3.2422097548433975,5.80531050111116,292.3601389362023,37.67142936929758,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,355.0,833.0527861603218,-5196.451335090326,4105.682339321643,-1.1742970026490553,3.3295331096805176,5.873197260531105,296.71961972668464,37.958947667356234,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,360.0,826.5274251181248,-5179.737263215178,4135.141751639365,-1.2029231886150829,3.4172462719478274,5.940482366367109,301.1012055563295,38.250718670480325,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,365.0,819.8275318578906,-5162.59209903008,4164.932143770482,-1.23138325568816,3.505334991904107,6.007168034427379,305.5097684320807,38.546724397079686,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,370.0,812.9526114191617,-5145.014357341501,4195.050370611533,-1.2596641767957608,3.593785355491718,6.0732564715727735,309.9503422549874,38.84694613813023,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,375.0,805.9021879362201,-5127.002633273287,4225.493288175831,-1.2877526424813583,3.6825837727563897,6.138749865731157,314.42811858723826,39.15136440900503,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,380.0,798.675803769568,-5108.555601151306,4256.25775889793,-1.3156350387924118,3.771716926242782,6.203650413987172,318.9484466521618,39.4599589458497,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,385.0,791.2730186394934,-5089.672013272924,4287.340656672875,-1.3432974252577652,3.861171721921021,6.267960350948056,323.5168331281132,39.77270869934592,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,390.0,783.6934108502431,-5070.35069949524,4318.738858169223,-1.3707255251488863,3.9509353201260224,6.331681898553816,328.1389340145531,40.089591731134625,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,395.0,775.9365755623513,-5050.590566391786,4350.449254923104,-1.3979046999226092,4.040995079248694,6.39481729597239,332.82055896892274,40.41058525151674,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,400.0,768.0021263395548,-5030.390596335462,4382.468741260636,-1.4248199388032419,4.131338572223124,6.457368779616776,337.5676604127035,40.73566549565743,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,405.0,759.889695664705,-5009.7498469689535,4414.794210541402,-1.451455843753817,4.221953587489005,6.519338569967515,342.3863278527307,41.06480765435974,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,410.0,751.5989340681778,-4988.667450350311,4447.422560916246,-1.4777966068782267,4.3128280906174625,6.580728895359306,347.28278788119337,41.397985869267735,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,415.0,743.1295092145563,-4967.142611985049,4480.350701146554,-1.5038259873188065,4.403950186540966,6.641542016986706,352.26340417563443,41.735173227803905,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,420.0,734.481106369678,-4945.174610379774,4513.575547333037,-1.529527293902384,4.495308116938139,6.70178022163211,357.3346719945834,42.07634169529094,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,425.0,725.6534291579028,-4922.762798235024,4547.0940207976155,-1.5548833678433112,4.586890271414349,6.761445790406619,362.5032144684124,42.421462045487694,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,430.0,716.6461981599814,-4899.906600901364,4580.9030563163,-1.5798765563009356,4.678685137302163,6.82054104448175,367.77578347577986,42.77050387331965,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,435.0,707.459153427076,-4876.605516181574,4614.999584338898,-1.6044887030510109,4.770681343282817,6.8790683049992385,373.15924425328444,43.12343543385585,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,440.0,698.0920537944149,-4852.859114083866,4649.380536559117,-1.6287011235962985,4.86286763209453,6.937029910955837,378.6605750685691,43.480223632445124,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,445.0,688.5446760897707,-4828.667036476165,4684.042852048639,-1.6524945790561503,4.955232831821979,6.99442823944725,384.28686722032046,43.8408340179448,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,450.0,678.8168143358506,-4804.028996646673,4718.983483237816,-1.675849249221564,5.0477658280376385,7.051265726262614,390.0453249021899,44.20523077443654,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
Transporter-1,2021-01-24,455.0,668.9082817088033,-4778.944779071446,4754.199382122591,-1.698744717204268,5.140455596110505,7.107544834622739,395.9432516450661,44.57337658923857,,"modeled (gravity-turn analytic, Teofilatto et al. 2022)",Falcon 9,"Cape Canaveral SLC-40, USA",525.0,97.5
